canonical_smiles,molecule_chembl_id,Ki_nM,assay_chembl_id,pIC50
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-n2cccn2)cc1,CHEMBL3676904,46.9,CHEMBL3706129,7.328827157284917
O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCOc4ccc(F)cc4)CC3)cccc21,CHEMBL3409263,47.0,CHEMBL3413541,7.327902142064282
O=C(OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1)c1ccc(OCCCN2CCCCC2)cc1,CHEMBL455288,47.0,CHEMBL1030600,7.327902142064282
CCOc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,CHEMBL4758966,47.0,CHEMBL4671577,7.327902142064282
COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4cc(C)ccc4n3)cc2)CC1,CHEMBL231182,47.0,CHEMBL895394,7.327902142064282
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,CHEMBL415300,47.0,CHEMBL671374,7.327902142064282
COc1ccc(N(Cc2cccc(F)c2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,CHEMBL4585384,47.0,CHEMBL4323478,7.327902142064282
COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(Cl)cc1)CC2,CHEMBL4854935,47.0,CHEMBL4822008,7.327902142064282
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,CHEMBL90476,47.0,CHEMBL884862,7.327902142064282
CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676888,47.02,CHEMBL3706129,7.32771737521108
CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676881,47.35,CHEMBL3706129,7.324680016660707
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1(O)CC1,CHEMBL3676867,47.49,CHEMBL3706129,7.323397830417981
O=C1Cc2c(ccc3c2OC[C@H](CNCCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1,CHEMBL566379,47.5,CHEMBL1040200,7.323306390375134
CCCN(CCC)C1COc2c(cccc2-c2ccoc2)C1,CHEMBL38580,47.5,CHEMBL669149,7.323306390375134
CCCN(CCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1)[C@H]1CCc2c(O)cccc2C1,CHEMBL569746,47.5,CHEMBL1050539,7.323306390375134
Cn1c(SCCCN2CC3CCN(c4cccc(C#N)c4)C3C2)nnc1-c1cnccn1,CHEMBL3775667,47.9,CHEMBL3776608,7.319664486585436
CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676882,47.99,CHEMBL3706129,7.318849250067578
O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,CHEMBL3289957,48.0,CHEMBL3297244,7.318758762624412
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,CHEMBL3289949,48.0,CHEMBL3297244,7.318758762624412
CCCN(CCCCc1cn(CCOCCOCCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1,CHEMBL4755336,48.0,CHEMBL4736183,7.318758762624412
O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2)CC1,CHEMBL4540404,48.0,CHEMBL4308346,7.318758762624412
CCCN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,CHEMBL90359,48.0,CHEMBL678343,7.318758762624412
COc1ccccc1N1CCN(CCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,CHEMBL3298758,48.08,CHEMBL3300162,7.318035541005317
CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676850,48.1,CHEMBL3706129,7.317854923626168
COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,CHEMBL244989,48.4,CHEMBL895648,7.315154638355588
O=C(CCCc1cn(-c2ccc([N+](=O)[O-])cc2)nn1)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL572379,48.5,CHEMBL1044860,7.314258261397736
O=C(Cc1ccncc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,CHEMBL2029918,48.6,CHEMBL2032826,7.313363730737707
O=C(Nc1ccncc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,CHEMBL2029930,48.7,CHEMBL2032826,7.3124710387853655
COC(CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)OC,CHEMBL3676897,48.85,CHEMBL3706129,7.311135431945209
CNc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,CHEMBL576756,48.98,CHEMBL1059279,7.309981219211305
COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4ccccc4n3)cc2)CC1,CHEMBL230872,49.0,CHEMBL895394,7.309803919971486
COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4cccc(C)c4n3)cc2)CC1,CHEMBL387569,49.0,CHEMBL895394,7.309803919971486
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,CHEMBL3799125,49.0,CHEMBL3801477,7.309803919971486
O=C(CCCN1CCc2ccccc2C1)c1ccc(F)cc1,CHEMBL3818994,49.0,CHEMBL3821452,7.309803919971486
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL723,49.0,CHEMBL1909140,7.309803919971486
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1,CHEMBL3289956,49.0,CHEMBL3297244,7.309803919971486
CN(C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,CHEMBL5286161,49.1,CHEMBL5228992,7.308918507877031
COc1ccc(F)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2,CHEMBL4862439,49.14,CHEMBL4842092,7.308564847855938
CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,CHEMBL1928135,49.5,CHEMBL1930838,7.305394801066432
Oc1ccc(C2=CCN(C[C@@H]3CCC=C(c4ccccc4)C3)CC2)cc1,CHEMBL356269,49.85,CHEMBL672911,7.302334837352325
CC(C)c1ccccc1OCCN1CCC(CNS(=O)(=O)c2ccc(F)cc2)CC1,CHEMBL2159457,50.0,CHEMBL2162846,7.301029995663981
COc1ccc(C)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,CHEMBL233623,50.0,CHEMBL894519,7.301029995663981
CC(C)c1ccccc1OCCN1CCC(N(C)S(=O)(=O)c2ccc(F)cc2)CC1,CHEMBL3747071,50.0,CHEMBL3750144,7.301029995663981
O=c1[nH]c2cccc(N3CCN(CCCC4CCc5c([nH]c6ccc(F)cc56)C4)CC3)c2o1,CHEMBL568103,50.0,CHEMBL1040200,7.301029995663981
Nc1cc(O)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,CHEMBL164909,50.0,CHEMBL672312,7.301029995663981
C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,CHEMBL24222,50.0,CHEMBL679938,7.301029995663981
CSc1ccccc1OCCN1CCC(CNS(=O)(=O)c2cccc(Cl)c2)CC1,CHEMBL2159461,50.0,CHEMBL2162846,7.301029995663981
CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265,50.0,CHEMBL671176,7.301029995663981
COc1cc2c(cc1OC)CN(Cc1ccccc1CNC(=O)c1ccc(C#N)cc1)CC2,CHEMBL4878587,50.0,CHEMBL4822008,7.301029995663981
CN1CCN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCC(c5coc6ccccc56)CC4)CC3)cc2)CC1,CHEMBL3676907,50.09,CHEMBL3706129,7.300248968310486
COc1ccccc1N1CCN(CCCCn2cc(-c3ccc4c(c3)Cc3ccccc3-4)nn2)CC1,CHEMBL3588921,50.1,CHEMBL3591124,7.300162274132754
COc1ccc(Cl)cc1NC(=O)NC1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1,CHEMBL271913,50.1,CHEMBL948052,7.300162274132754
CN(CCN1CCN(c2cccc(Cl)c2)C1=O)Cc1cc2ccccc2s1,CHEMBL554738,50.12,CHEMBL1044430,7.299988937677888
COc1ccccc1N1CCN(CCC2CCc3ccc(N)cc3C2=O)CC1,CHEMBL3104648,50.12,CHEMBL3106891,7.299988937677888
N#Cc1ccc2c(c1)[C@@H]1CN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)C[C@H]1CO2,CHEMBL66080,50.12,CHEMBL670398,7.299988937677888
CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,CHEMBL231350,50.12,CHEMBL905981,7.299988937677888
CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)c(Cl)c4)cc3)cc2CC1,CHEMBL231431,50.12,CHEMBL905981,7.299988937677888
O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(Cl)c(Cl)c1,CHEMBL5077755,50.12,CHEMBL5046640,7.299988937677888
CC(=O)c1ccc2c(c1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,CHEMBL3104516,50.12,CHEMBL3106891,7.299988937677888
COc1cccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)c1,CHEMBL563926,50.12,CHEMBL1044430,7.299988937677888
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676846,50.4,CHEMBL3706129,7.297569463554475
O=C(C[C@@H](O)C(F)(F)F)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676880,50.42,CHEMBL3706129,7.297397158659573
Brc1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,CHEMBL3622097,50.5,CHEMBL3626473,7.296708621881338
Cc1ccc(C)c(C(=O)CCCN2CCC(O)(c3cc(C)ccc3C)CC2)c1,CHEMBL1257927,50.5,CHEMBL1261459,7.296708621881338
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(F)n1,CHEMBL197195,50.5,CHEMBL884780,7.296708621881338
CS(=O)(=O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676852,50.8,CHEMBL3706129,7.29413628771608
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1,CHEMBL2159465,51.0,CHEMBL2162846,7.292429823902063
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4ccc5[nH]ccc5c4)c3CC[C@@H]21,CHEMBL597503,51.0,CHEMBL1074771,7.292429823902063
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)CC1,CHEMBL232592,51.0,CHEMBL894519,7.292429823902063
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[te]2)CC1,CHEMBL141419,51.0,CHEMBL672384,7.292429823902063
O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ncccn2)CC1,CHEMBL4470487,51.0,CHEMBL4308346,7.292429823902063
O=C(CCCCCN1CCN(c2ccccc2Cl)CC1)NC1CCCc2ccccc21,CHEMBL222477,51.0,CHEMBL894060,7.292429823902063
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CHEMBL267044,51.0,CHEMBL673073,7.292429823902063
O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1,CHEMBL3289980,51.0,CHEMBL3297244,7.292429823902063
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccccc2F)CC1,CHEMBL3742076,51.0,CHEMBL3744663,7.292429823902063
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,CHEMBL150161,51.1,CHEMBL868244,7.291579099865287
Cc1cccc(N2CCN(CCc3ccc4[nH]nnc4c3)CC2)c1C,CHEMBL184770,51.29,CHEMBL838638,7.289967300934246
O=[N+]([O-])c1ccc(CCN2CCN(c3ccccc3)CC2)cc1[N+](=O)[O-],CHEMBL2298799,51.3,CHEMBL3073105,7.289882634888183
Cc1ccc(C(=O)OC2(c3ccc(Cl)cc3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,CHEMBL3318844,51.5,CHEMBL3369121,7.288192770958809
O=C1NCc2cc(Cl)c(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,CHEMBL1257263,51.6,CHEMBL1260558,7.287350298372789
CCOC(=O)/C=C1\[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL5075726,51.6,CHEMBL5046486,7.287350298372789
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(N2CCOCC2)nc1,CHEMBL3676910,51.8,CHEMBL3706129,7.285670240254767
COc1ccccc1N1CCN(CCCCc2cn(-c3ccc4[nH]ccc4c3)nn2)CC1,CHEMBL3588915,51.8,CHEMBL3591124,7.285670240254767
COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(F)cc1)CC2,CHEMBL4876207,52.0,CHEMBL4822008,7.2839966563652006
CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C1(O)CCNC1,CHEMBL5966386,52.0,CHEMBL5738103,7.2839966563652006
c1ccc(OC[C@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,CHEMBL165504,52.0,CHEMBL670394,7.2839966563652006
O=C1Cc2c(cccc2N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)N1,CHEMBL3759441,52.0,CHEMBL3762401,7.2839966563652006
Nc1nc(NCCCCN2CCN(c3ccccc3)CC2)nc(NCCc2c[nH]c3ccccc23)n1,CHEMBL5189648,52.0,CHEMBL5121178,7.2839966563652006
CN(CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL517407,52.0,CHEMBL1030600,7.2839966563652006
COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4ccc(C)cc4n3)cc2)CC1,CHEMBL231158,52.0,CHEMBL895394,7.2839966563652006
Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCN(c5nocc5C(C)(F)F)CC4)CC3)cccc2n1,CHEMBL6022369,52.0,CHEMBL5738472,7.2839966563652006
CC1Cc2ccccc2N1C(=O)CC1CCN(Cc2cccc(F)c2)CC1,CHEMBL104719,52.0,CHEMBL872891,7.2839966563652006
CN(C1CCN(CCOc2ccccc2-c2ccccc2)CC1)S(=O)(=O)c1ccccc1,CHEMBL3746713,52.0,CHEMBL3750144,7.2839966563652006
CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,CHEMBL1221512,52.0,CHEMBL1909140,7.2839966563652006
Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCN(c4ccccc4OC(C)C)CC3)CC2)cc1Cl,CHEMBL234609,52.0,CHEMBL894519,7.2839966563652006
COCCS(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCN(C)CC3)nc21,CHEMBL3798490,52.0,CHEMBL3800738,7.2839966563652006
Cc1ccc(-c2nc(O)n(C3CCN(Cc4ccccc4)CC3)c2C)cc1,CHEMBL263162,52.0,CHEMBL671375,7.2839966563652006
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCOCCOCCOCCOCCC(=O)N[C@@H](CCCCNC(=O)CN3CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC3)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,CHEMBL3265322,52.03,CHEMBL3265956,7.283746174103963
COC(=O)c1ccc(/C=C/c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,CHEMBL111054,52.5,CHEMBL671383,7.279840696594043
Cc1ccc(C2CCN(Cc3ccc4c(c3)NC(=O)CO4)CC2)cc1,CHEMBL346398,52.5,CHEMBL671372,7.279840696594043
O=C1CC2(CCCC2)CC(=O)N1CCCCN[C@@H]1CCc2c(F)cccc2C1,CHEMBL139089,52.6,CHEMBL672183,7.279014255846261
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,CHEMBL3664887,52.74,CHEMBL3707825,7.277859874542584
O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676874,52.86,CHEMBL3706129,7.276872841204309
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCOC1,CHEMBL3676862,52.97,CHEMBL3706129,7.275970027064402
C[C@H](NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1,CHEMBL3941529,53.0,CHEMBL3857974,7.275724130399211
CCOc1ccc(N2CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)cc1,CHEMBL2165124,53.0,CHEMBL2169117,7.275724130399211
CCCCn1cc(CCCOc2ccc(CN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,CHEMBL1803049,53.0,CHEMBL1803210,7.275724130399211
CN(C)C(=O)C(CCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,CHEMBL5085974,53.0,CHEMBL5046486,7.275724130399211
Clc1cncc(NCCCCN2CCN(c3ccccc3)CC2)n1,CHEMBL4171171,53.0,CHEMBL4137914,7.275724130399211
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CHEMBL86,53.0,CHEMBL1909140,7.275724130399211
COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,CHEMBL3597641,53.0,CHEMBL3599873,7.275724130399211
O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc2ccccc2[nH]1,CHEMBL3358104,53.0,CHEMBL3381713,7.275724130399211
c1ccc(CN2CCN(c3cccc4[nH]ccc34)CC2)cc1,CHEMBL328051,53.0,CHEMBL884862,7.275724130399211
CC1(C)C(=O)Nc2cccc3c2N1[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]31,CHEMBL5557169,53.0,CHEMBL5511884,7.275724130399211
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCc1c[nH]c2ccccc12,CHEMBL460854,53.0,CHEMBL1033197,7.275724130399211
CC(C)(C)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676885,53.03,CHEMBL3706129,7.275478372881437
CCc1cccc(N2CCN(CCCCNCCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1Cl,CHEMBL5074399,53.150000000000006,CHEMBL5046486,7.274496731140684
COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL4463200,53.5,CHEMBL4323478,7.2716462179787715
O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,CHEMBL231156,53.7,CHEMBL895648,7.270025714300444
C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccc(F)cc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5076846,53.7,CHEMBL5046640,7.270025714300444
Cc1c(S(=O)(=O)N[C@H]2C[C@H](C)N(CCCc3noc4cc(F)ccc34)C2)sc2ccc(Cl)cc12,CHEMBL5079536,53.7,CHEMBL5046640,7.270025714300444
Cc1ncoc1-c1nnc(SCCCN2C[C@H]3CCN(c4ccc(C(F)(F)F)cc4)[C@H]3C2)n1C,CHEMBL5806254,53.7,CHEMBL5733628,7.270025714300444
C[C@H]1C[C@H](NS(=O)(=O)c2csc3ccccc23)CN1CCCc1noc2cc(F)ccc12,CHEMBL5087742,53.7,CHEMBL5046640,7.270025714300444
CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676861,53.71,CHEMBL3706129,7.2699448476245
c1cc2c3c(c[nH]c3c1)CC1CN(CC3CCCCC3)CCN21,CHEMBL3286575,53.85,CHEMBL3294601,7.268814292366
Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5ncccc5c4)nn3)CC2)c1Cl,CHEMBL3588987,53.9,CHEMBL3591124,7.268411234813261
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,CHEMBL3265315,53.92,CHEMBL3265956,7.268250116472736
O=C1c2cccnc2CCN1CCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL5770514,54.0,CHEMBL5735667,7.267606240177031
CSc1ccc(C2(O)CCN(Cc3coc4ccccc34)CC2)cc1,CHEMBL246854,54.0,CHEMBL902495,7.267606240177031
O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1,CHEMBL3289984,54.0,CHEMBL3297244,7.267606240177031
COc1cc2c(cc1O)C1Cc3ccc(OCC4CC4)c(OC)c3CN1CC2,CHEMBL3780184,54.0,CHEMBL3783165,7.267606240177031
CN(C1CCN(CCOc2ccccc2-c2ccccc2)CC1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3745815,54.0,CHEMBL3750144,7.267606240177031
CCCN(CCN1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccc(Br)cc1,CHEMBL3622099,54.5,CHEMBL3626473,7.2636034977233574
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccnc2)cc1,CHEMBL414838,54.5,CHEMBL827140,7.2636034977233574
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1,CHEMBL1688991,54.5,CHEMBL1694505,7.2636034977233574
CN1CCc2ccc3c(=O)[nH]c4cccc5c4c3c2[C@H]1C5,CHEMBL253319,54.6,CHEMBL670883,7.262807357295262
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)-c1ccccc1C2,CHEMBL3589652,54.7,CHEMBL3591124,7.262012673666569
CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3c(Cl)cc(Cl)cc3Cl)CC2)CC1,CHEMBL256040,54.75,CHEMBL948052,7.261615876487844
CCCN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCOCCCCc2ccccc2)C1,CHEMBL4093223,54.8,CHEMBL4011211,7.261219441515631
CN1CCc2ccc(OCCCN3CCN(c4ccccc4F)CC3)cc2C1=O,CHEMBL4777373,54.8,CHEMBL5734676,7.261219441515631
C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5090557,54.95,CHEMBL5046640,7.26003230324049
O=C1CC(CN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21,CHEMBL3220220,54.95,CHEMBL3222870,7.26003230324049
O=C(NC(c1ccc(F)cc1)c1ccc(Cl)cc1)C1CCN(CCOc2ccccc2)CC1,CHEMBL5779786,55.0,CHEMBL5735619,7.259637310505756
O=C(NC(c1ccc2c(c1)OCO2)c1ccccn1)C1CCN(CCOc2ccccc2F)CC1,CHEMBL6037351,55.0,CHEMBL5735619,7.259637310505756
O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CHEMBL2059312,55.0,CHEMBL2060138,7.259637310505756
O=C(NC(c1ccc(Cl)cc1)c1ccccn1)C1CCN(CCOc2ccccc2C(F)(F)F)CC1,CHEMBL5774739,55.0,CHEMBL5735619,7.259637310505756
O=C(NC(c1ccc(Cl)cc1)c1ccccn1)C1CCN(CCOc2ccccc2Cl)CC1,CHEMBL5888634,55.0,CHEMBL5735619,7.259637310505756
O=C(NC(c1ccc(Cl)cc1)c1ccc(F)cn1)C1CCN(CCOc2ccccc2F)CC1,CHEMBL5761714,55.0,CHEMBL5735619,7.259637310505756
O=C(NC(c1ccc(F)cc1)c1ccccn1)C1CCN(CCOc2ccccc2Cl)CC1,CHEMBL5848372,55.0,CHEMBL5735619,7.259637310505756
COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC,CHEMBL388361,55.0,CHEMBL889238,7.259637310505756
CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C1CCCCC1O,CHEMBL5798443,55.0,CHEMBL5738103,7.259637310505756
FC(F)(F)CN(CC1CCN(CCOc2ccccc2)CC1)C(c1ccc(Cl)cc1)c1ccccn1,CHEMBL5925163,55.0,CHEMBL5735619,7.259637310505756
CN(CC1CCN(CCOc2ccccc2F)CC1)C(c1ccc(Cl)cc1)c1ccccn1,CHEMBL5768208,55.0,CHEMBL5735619,7.259637310505756
CN(CC1CCN(CCOc2ccccc2)CC1)[C@H](c1ccc(Cl)cc1)c1ccccn1,CHEMBL5875861,55.0,CHEMBL5735619,7.259637310505756
CN(CC1CCN(CCOc2ccccc2)CC1)C(c1ccc(Cl)cc1)c1ccccn1,CHEMBL5830831,55.0,CHEMBL5735619,7.259637310505756
Clc1ccc(C(NCC2CCN(CCOc3ccccc3)CC2)c2ccccn2)cc1,CHEMBL6048169,55.0,CHEMBL5735619,7.259637310505756
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccnc3)CC2)CC1,CHEMBL391016,55.0,CHEMBL894519,7.259637310505756
CC1(C(=O)NC(c2ccc(F)cc2)c2ccccn2)CCN(CCOc2ccccc2)CC1,CHEMBL5828332,55.0,CHEMBL5735619,7.259637310505756
Clc1ccc([C@@H](NCC2CCN(CCOc3ccccc3)CC2)c2ccccn2)cc1,CHEMBL5983344,55.0,CHEMBL5735619,7.259637310505756
O=C(NC(c1ccc(Cl)cc1)c1ccccn1)C1CCN(CCOc2ccccc2)CC1,CHEMBL5944740,55.0,CHEMBL5735619,7.259637310505756
CS(=O)(=O)Nc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)c1,CHEMBL3758610,55.0,CHEMBL3762401,7.259637310505756
O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cccs1,CHEMBL3289975,55.0,CHEMBL3297244,7.259637310505756
