canonical_smiles,molecule_chembl_id,Ki_nM,assay_chembl_id,pIC50
O=C(N[C@H]1CC[C@H](CCN2CC[C@H]3CN(c4ccccc4)C[C@@H]3C2)CC1)c1cccc2ncccc12,CHEMBL5898773,170.0,CHEMBL5736269,6.769551078621726
CCc1cccc(N2CCN(CCC(c3cccc(OC)c3)c3cccc(OC)c3)CC2)c1Cl,CHEMBL5092243,170.0,CHEMBL5046486,6.769551078621726
O=C(CCCN1CC2CC1N(c1ccc(Cl)cc1)C2)c1ccc(F)cc1,CHEMBL514591,170.0,CHEMBL1033197,6.769551078621726
CCCN1CCC[C@@H](c2cccc(Br)c2)C1,CHEMBL92817,170.0,CHEMBL678343,6.769551078621726
Cc1c(-c2ccc(Cl)cc2)nc(O)n1C1CCN(Cc2ccccc2)CC1,CHEMBL94023,170.0,CHEMBL671375,6.769551078621726
COc1ccccc1N1CCN(CCNC(=O)OC(C)(C)C)CC1,CHEMBL3299093,170.41,CHEMBL3300162,6.76850492355177
N#Cc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,CHEMBL302416,170.675,CHEMBL670398,6.767830088476285
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,CHEMBL378576,171.0,CHEMBL863653,6.767003889607846
Cc1cccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c1=O,CHEMBL203016,171.0,CHEMBL862319,6.767003889607846
COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(N(C)C)cc3)nn2)CC1,CHEMBL3353910,171.0,CHEMBL3374187,6.767003889607846
COc1ccc2c(c1)CCCN(C)CCCc1ccccc1C2,CHEMBL231171,172.0,CHEMBL895724,6.764471553092451
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,CHEMBL377050,172.0,CHEMBL863653,6.764471553092451
Fc1ccc(OCCCN2CCCN(c3ccc(Cl)cc3)CC2)cc1,CHEMBL1946126,172.0,CHEMBL1949469,6.764471553092451
O=C(C[C@@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697955,172.17,CHEMBL3707837,6.76404252053338
COc1ccc(F)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,CHEMBL233814,173.0,CHEMBL894519,6.761953896871205
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCNC(=O)c2cc3ccccc3[nH]2)c1O,CHEMBL4871811,173.0,CHEMBL4828545,6.761953896871205
CCc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,CHEMBL243523,173.0,CHEMBL894060,6.761953896871205
COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697952,173.34,CHEMBL3707837,6.7611012077721595
COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2,CHEMBL2414990,173.78,CHEMBL5231713,6.760000207113128
Cc1nc2c(o1)CC(CN1CC=C(c3c[nH]c4cc(F)ccc34)CC1)CC2=O,CHEMBL3220216,173.78,CHEMBL3222870,6.760000207113128
CCCN1CCc2cccc3c2[C@@H]1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3,CHEMBL1684134,174.0,CHEMBL1686531,6.7594507517174005
CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CCCCC2CCSS2)c1-3,CHEMBL1806874,174.0,CHEMBL1811739,6.7594507517174005
CC(C)(C)c1nc(N2CCN(CCCCCC(=O)NCc3ccccc3)CC2)cc(C(F)(F)F)n1,CHEMBL424690,174.0,CHEMBL862319,6.7594507517174005
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,CHEMBL49,174.0,CHEMBL670667,6.7594507517174005
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cnccn1,CHEMBL3774683,174.0,CHEMBL3776608,6.7594507517174005
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C[C@@H]1C,CHEMBL322802,174.3,CHEMBL671368,6.758702612890007
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@@H]1CCn2nccc2C1,CHEMBL1765634,174.5,CHEMBL1769072,6.758204568704802
COc1cc(CCCCCNCCC[C@H]2CCc3nc(N)sc3C2)ccc1O,CHEMBL5849711,175.0,CHEMBL5736223,6.756961951313706
O=C(CCCCN1CCN(c2ccccc2F)CC1)Nc1nc2ccccc2s1,CHEMBL3605331,175.0,CHEMBL3608115,6.756961951313706
COc1ccccc1N1CCN(Cc2cc(CN(C)C)c3cccccc2-3)CC1,CHEMBL2207637,175.0,CHEMBL2214282,6.756961951313706
COCCC(=O)N1CCC(O)(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1,CHEMBL5399129,175.0,CHEMBL5381008,6.756961951313706
COc1ccccc1N1CCN(CCCNC(=O)NCc2c(F)cccc2-c2ccccc2)CC1,CHEMBL5421272,175.0,CHEMBL5351445,6.756961951313706
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(C#N)c3)c3ccc(Cl)cc32)CC1,CHEMBL212402,175.0,CHEMBL911524,6.756961951313706
Cc1ccccc1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,CHEMBL379942,175.0,CHEMBL911524,6.756961951313706
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,CHEMBL3647699,175.3,CHEMBL3705539,6.756218083906205
O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1(O)CCCCC1,CHEMBL3697987,175.4,CHEMBL3707837,6.755970410969978
CC(C)(O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,CHEMBL3695425,175.51,CHEMBL3705383,6.755698133778823
Cc1sc(C)c2c1CCCc1cnn(C)c1-2,CHEMBL316727,176.0,CHEMBL672165,6.75448733218585
COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,CHEMBL245614,177.0,CHEMBL902495,6.752026733638193
COc1ccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4cccs4)CC3)CC2)cc1,CHEMBL312803,177.0,CHEMBL671651,6.752026733638193
C=Cc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,CHEMBL119656,177.0,CHEMBL670880,6.752026733638193
Fc1ccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c(F)c1,CHEMBL213200,177.0,CHEMBL911524,6.752026733638193
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL238915,177.0,CHEMBL898619,6.752026733638193
COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)N[C@@H](C)c3ccccc3)CC2)cc1,CHEMBL3892201,177.0,CHEMBL3857974,6.752026733638193
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,CHEMBL156639,177.5,CHEMBL670524,6.750801642608887
COc1ccccc1N1CCN(CCCN2CCCc3ncsc3C2)CC1,CHEMBL4475262,177.83,CHEMBL4334858,6.749994971513104
COc1ccccc1N1CCN(CCC2CCc3ccc(N)cc3C2O)CC1,CHEMBL3104521,177.83,CHEMBL3106891,6.749994971513104
O=c1ccc2ccc(OCCCCNCC3CC3c3cccc4c3OCCO4)cc2[nH]1,CHEMBL4859567,177.91500000000002,CHEMBL4842092,6.749787435038021
COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4cc(F)ccc4OC(C)C)CC3)CC2)cc1OC,CHEMBL228659,178.0,CHEMBL889238,6.7495799976911055
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cn2ccccc2n1,CHEMBL3322992,178.0,CHEMBL3379351,6.7495799976911055
C[C@@H]1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1,CHEMBL3958956,178.0,CHEMBL3857974,6.7495799976911055
COc1cccc2[nH]cc(CCNCc3ccc(-c4ccc(O)cc4)o3)c12,CHEMBL4474618,178.0,CHEMBL4316415,6.7495799976911055
O=C(CCCN1C2CCC1CN(c1ccc(Cl)cc1)CC2)c1ccc(F)cc1,CHEMBL476109,178.4,CHEMBL992743,6.748605149959896
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3nccnc3c2)CC1,CHEMBL199498,179.0,CHEMBL861746,6.747146969020107
COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4ccccc4n3)cc2)CC1,CHEMBL231181,179.0,CHEMBL895394,6.747146969020107
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,CHEMBL3647713,179.4,CHEMBL3705539,6.746177561291926
CN1CCN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCN(c5nccc6c5CCO6)CC4)CC3)cc2)CC1,CHEMBL3642794,179.5,CHEMBL3705135,6.7459355470856615
Brc1cccc(N2CCN(Cc3cnn4ccccc34)CC2)n1,CHEMBL272395,180.0,CHEMBL934518,6.7447274948966935
CCOc1csc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)c1,CHEMBL437112,180.0,CHEMBL870468,6.7447274948966935
CCCN1CCc2nn3ccccc3c2C1,CHEMBL80845,180.0,CHEMBL671175,6.7447274948966935
CCCN1CCN(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1,CHEMBL4537294,180.0,CHEMBL4479923,6.7447274948966935
CCNC1CCc2c(cccc2OC)C1,CHEMBL134759,180.0,CHEMBL670536,6.7447274948966935
c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4cnccn4)CC3)CC2)nc1,CHEMBL165689,180.0,CHEMBL672206,6.7447274948966935
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,CHEMBL83894,180.0,CHEMBL697295,6.7447274948966935
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,CHEMBL210461,180.0,CHEMBL860506,6.7447274948966935
Cc1[nH]c2ccc(Cl)cc2c1C1=CCN(CCNS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL4067700,180.0,CHEMBL4041093,6.7447274948966935
COc1ccc(N2CCN(CCCCCCN3C(=O)c4cccc5cccc3c45)CC2)cc1,CHEMBL4443185,180.0,CHEMBL4390409,6.7447274948966935
O=C(CCCCN1[C@@H]2CC[C@H]1CC(O)(c1ccc(Cl)cc1)C2)c1nc2ccccc2s1,CHEMBL1946744,180.0,CHEMBL1949469,6.7447274948966935
OC1CCc2c(c3ccccc3n2CCCN2CCN(c3ccccc3)CC2)C1,CHEMBL110120,180.0,CHEMBL671385,6.7447274948966935
COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,CHEMBL233816,180.0,CHEMBL894519,6.7447274948966935
NC(=O)c1ccccc1OCCCNCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,CHEMBL3409248,180.0,CHEMBL3413541,6.7447274948966935
COc1ccc(N(Cc2ccc(C#N)cc2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,CHEMBL4445706,180.0,CHEMBL4323478,6.7447274948966935
Oc1cccc(N2CCN(Cc3ccccc3)CC2)c1,CHEMBL88365,180.5,CHEMBL884862,6.7435227937583235
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)n1C,CHEMBL3917887,180.61,CHEMBL3855278,6.743258207374745
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(Cl)c3)c3ccccc32)CC1,CHEMBL213084,181.0,CHEMBL870468,6.7423214251308154
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,CHEMBL212912,181.0,CHEMBL870468,6.7423214251308154
COc1cccc2c1CCC(N(C)C)C2,CHEMBL134866,181.0,CHEMBL670536,6.7423214251308154
CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697974,181.01,CHEMBL3707837,6.742297431623342
COC(C)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697971,181.28,CHEMBL3707837,6.7416501074806785
COc1cccc2cc(CNCCCOc3ccc4ccc(=O)[nH]c4c3)sc12,CHEMBL5405133,181.485,CHEMBL5385535,6.741159264217037
COc1ccccc1N1CCN(CCCCn2cc(-c3cccnc3)nn2)CC1,CHEMBL2430439,181.5,CHEMBL2434803,6.741123370627869
CCCN(C(=O)C1CCCCC1)[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CHEMBL78860,182.0,CHEMBL671651,6.739928612014925
CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@]3(C)O,CHEMBL27309,182.0,CHEMBL670677,6.739928612014925
COc1ccccc1N1CCN(CCCCNC2=CC=CC3=[N+]4[N+](=Cc5cc6ccccc6n5[B-]4(F)F)[B-](F)(F)N23)CC1,CHEMBL5204696,182.0,CHEMBL5133886,6.739928612014925
N#Cc1ccc2c(c1)CN(C[C@@H]1C[C@H]1CCNC(=O)c1cc3ccccc3[nH]1)CC2,CHEMBL4089939,182.0,CHEMBL4053560,6.739928612014925
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,CHEMBL3647676,182.5,CHEMBL3705539,6.738737131207507
CO[C@@H]1CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)C1,CHEMBL3697973,182.55,CHEMBL3707837,6.738618162714253
COc1ccccc1N1CCN(CCCCn2cc(-c3ccccc3)nn2)CC1,CHEMBL2430443,182.65,CHEMBL2434803,6.7383803234520645
Cc1ccc2c(c1)C(NC1CCN(Cc3ccccc3)CC1)=Nc1cccnc1N2,CHEMBL358657,183.0,CHEMBL673081,6.73754891026957
C[C@@H]1[C@@H](C)c2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,CHEMBL319927,183.0,CHEMBL872882,6.73754891026957
Clc1ccc2c(c1)C(NC1CCN(Cc3ccccc3)CC1)=Nc1cccnc1N2,CHEMBL342536,183.0,CHEMBL673081,6.73754891026957
CN1CCc2cccc3c2[C@H]1Cc1cccc(C#N)c1-3,CHEMBL115969,183.0,CHEMBL670880,6.73754891026957
Fc1ccc(SCCCN2CCN(c3ccccn3)CC2)cc1,CHEMBL1940419,183.0,CHEMBL1944110,6.73754891026957
O=C(CO)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697960,183.57,CHEMBL3707837,6.736198292083689
O=C(C[C@H]1CCCOC1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697983,183.73,CHEMBL3707837,6.7358199249641695
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCOCC1,CHEMBL3664860,183.74,CHEMBL3707825,6.735796287960767
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL119443,184.0,CHEMBL1909140,6.735182176990463
NC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,CHEMBL430198,184.0,CHEMBL902495,6.735182176990463
COc1ccccc1N1CCN(CCCCn2cnc3ccccc3c2=O)CC1,CHEMBL239700,184.0,CHEMBL898619,6.735182176990463
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)N3CCN(CC4CC4)CC3)CC2)cc(C(F)(F)F)n1,CHEMBL6013739,184.0,CHEMBL5731695,6.735182176990463
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL267777,184.04,CHEMBL5442215,6.735087775407242
c1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,CHEMBL162265,185.0,CHEMBL670394,6.732828271596986
O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccncc1,CHEMBL494709,185.0,CHEMBL1034994,6.732828271596986
COC(=O)c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,CHEMBL324619,185.0,CHEMBL671383,6.732828271596986
Fc1ccc(SCCCN2CCC(c3ccc(Cl)cc3)CC2)cc1,CHEMBL1940405,185.0,CHEMBL1944110,6.732828271596986
COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc(Br)c2ccccc12,CHEMBL321492,185.0,CHEMBL671368,6.732828271596986
Cc1cccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)c1,CHEMBL3775836,186.0,CHEMBL3776608,6.730487055782083
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,CHEMBL25236,186.0,CHEMBL672384,6.730487055782083
Fc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1,CHEMBL1940420,186.0,CHEMBL1944110,6.730487055782083
NC(=O)c1ccn(-c2cccc(OC(=O)NCCN3CCN(c4ccccc4)CC3)c2)c1,CHEMBL4473519,186.10500000000002,CHEMBL4409079,6.730241958716416
CCOCCOCc1ccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)cc1,CHEMBL1928124,186.5,CHEMBL1930838,6.729321163855293
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4occc34)CC2)CC1,CHEMBL3695354,186.6,CHEMBL3705383,6.729088360589519
CCCCn1c(=O)n2c3c(cccc31)C[C@@H](NC)C2,CHEMBL3798803,186.9,CHEMBL3801665,6.728390698621168
CCN(C)CCc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[nH]c2ccccc12,CHEMBL330303,187.0,CHEMBL671361,6.7281583934635005
CCc1cccc(N2CCN(CCC(c3cccc(O)c3)c3cccc(O)c3)CC2)c1Cl,CHEMBL5083441,187.0,CHEMBL5046486,6.7281583934635005
O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1c2ccccc2CC12CCCC2,CHEMBL441274,187.0,CHEMBL872882,6.7281583934635005
O=S(=O)(N[C@H]1CC[C@@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1)c1cc(Cl)ccc1F,CHEMBL228280,187.0,CHEMBL889238,6.7281583934635005
c1ccc(OC[C@@H]2CC[C@H]3CN(c4ccccn4)CCN3C2)cc1,CHEMBL350160,187.0,CHEMBL670394,6.7281583934635005
CNc1nc(Cl)c(Sc2ccccc2)c(N2CCN(C)CC2)n1,CHEMBL14899,188.0,CHEMBL672311,6.7258421507363195
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,CHEMBL107742,188.0,CHEMBL872891,6.7258421507363195
O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ncccn2)CC1,CHEMBL4470304,188.0,CHEMBL4390409,6.7258421507363195
Cc1ncc2c(n1)CCC(CCN1CCC(c3noc4ccccc34)CC1)C2=O,CHEMBL5801686,188.0,CHEMBL5735667,6.7258421507363195
CCCCCCn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21,CHEMBL246855,188.0,CHEMBL902495,6.7258421507363195
C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)c3ccccc3)CC2)CCc2ccc(Cl)cc21,CHEMBL4755563,188.7,CHEMBL4677471,6.724228099835068
O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,CHEMBL3697956,188.71,CHEMBL3707837,6.724205085368997
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)C1CCCCC1,CHEMBL239539,189.0,CHEMBL897619,6.723538195826755
C#CCCCCN(CCC)C1Cc2ccccc2C1,CHEMBL4781480,189.0,CHEMBL4736183,6.723538195826755
C=CCN1C[C@@H](OC(=O)Nc2ccc(-c3ccsc3)cc2)C[C@@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,CHEMBL5646712,189.0,CHEMBL5635641,6.723538195826755
COc1ccccc1N1CCN(CC(O)CCn2cc(-c3ccc4ccccc4c3)nn2)CC1,CHEMBL3588989,189.0,CHEMBL3591124,6.723538195826755
O=C1c2ccccc2CN1CCCCN1CCN(c2ccccc2)CC1,CHEMBL240774,189.0,CHEMBL898619,6.723538195826755
CCCN1CCC(c2cccc(C(F)(F)F)c2)CC1,CHEMBL2336285,189.765,CHEMBL2344228,6.721783885209793
COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)(C)C)cc3CN1CC2,CHEMBL3344463,189.99,CHEMBL3387736,6.721269257253018
Clc1ccc(N2CCN(CCCCCc3cc4ccccn4n3)CC2)cc1,CHEMBL561622,190.0,CHEMBL1031088,6.721246399047171
C[C@@H](Oc1ccc2c(n1)CCN(CC[C@H]1CC[C@H](NC(=O)COc3cnn(C)c3)CC1)CC2)C(F)(F)F,CHEMBL5875702,190.0,CHEMBL5739045,6.721246399047171
CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,CHEMBL3234522,190.0,CHEMBL3239709,6.721246399047171
CNc1cc(OC)c(C(=O)N[C@H]2CCCN(Cc3ccccc3)C2)cc1Cl,CHEMBL447476,190.0,CHEMBL671368,6.721246399047171
O=C(Nc1ccccn1)NC1CCN(Cc2ccccc2)CC1,CHEMBL91272,190.0,CHEMBL671375,6.721246399047171
Cc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,CHEMBL4587635,190.0,CHEMBL4350893,6.721246399047171
CC(Oc1ccc2c(n1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc4nn(C)cc34)CC1)CC2)C(F)F,CHEMBL5949574,190.0,CHEMBL5739045,6.721246399047171
COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(C#N)cc1)CC2,CHEMBL4876546,190.0,CHEMBL4822008,6.721246399047171
N#Cc1ccc2c(c1)CN(CC[C@@H]1C[C@H]1CNC(=O)c1cc3cccnc3[nH]1)CC2,CHEMBL4079637,190.0,CHEMBL4053560,6.721246399047171
CCC[C@@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,CHEMBL424575,190.0,CHEMBL672913,6.721246399047171
COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1Cl)CC2,CHEMBL4863748,190.0,CHEMBL4822008,6.721246399047171
Cc1ncccc1C(=O)N[C@H]1CC[C@H](CCN2C[C@@H]3C[C@]3(c3cc(C(C)(F)F)on3)C2)CC1,CHEMBL5944584,190.0,CHEMBL5738472,6.721246399047171
CCc1cccc(N2CCN(CCC(c3cccc(O)c3)c3cccc(OC)c3)CC2)c1Cl,CHEMBL5083473,190.0,CHEMBL5046486,6.721246399047171
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,CHEMBL1259203,190.0,CHEMBL1261591,6.721246399047171
O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccccc23)CC1,CHEMBL4571862,190.0,CHEMBL4314365,6.721246399047171
Cc1nnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OCC(C)(F)F)nc4CC3)CC2)s1,CHEMBL5964833,190.0,CHEMBL5739045,6.721246399047171
CCN1Cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5sc(CCC(F)(F)F)nc5C4)CC3)cccc2C1=O,CHEMBL5804436,190.0,CHEMBL5736269,6.721246399047171
O=C(CCCN1CCCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL4533305,190.265,CHEMBL4688549,6.72064109455512
Cc1ccc(Cl)c(N2CCN(CCCCNC(=O)c3ccc4oc(=O)[nH]c4c3)CC2)c1,CHEMBL3590086,190.95,CHEMBL3591366,6.719080337290663
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3)CC2)CC1,CHEMBL391107,191.0,CHEMBL894519,6.718966632752272
Cn1c(SCCCN2C[C@H]3CCN(c4ccc(F)cc4)[C@H]3C2)nnc1-c1ccc(C(N)=O)nc1,CHEMBL5804011,191.0,CHEMBL5733628,6.718966632752272
Cn1cc(-c2nnc(SCCCN3CC4CCN(c5ccc(C(F)(F)F)cc5)C4C3)n2C)cn1,CHEMBL3775036,191.0,CHEMBL3776608,6.718966632752272
N#Cc1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)c1,CHEMBL3322996,191.0,CHEMBL3379351,6.718966632752272
Cn1c(SCCCN2CC3CCN(c4ccc(OC(F)(F)F)cc4)C3C2)nnc1-c1cnccn1,CHEMBL3775386,191.0,CHEMBL3776608,6.718966632752272
Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1-c1ccc(C(N)=O)nc1,CHEMBL5904768,191.0,CHEMBL5733628,6.718966632752272
CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,CHEMBL195706,191.0,CHEMBL829120,6.718966632752272
CC(C)(C)c1nc(C2CC2)cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)n1,CHEMBL3323010,191.0,CHEMBL3379351,6.718966632752272
C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,CHEMBL108282,191.0,CHEMBL675680,6.718966632752272
N#Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4CCO5)CC3)CC2)cc1,CHEMBL3695398,191.8,CHEMBL3705383,6.717151397165355
COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,CHEMBL438673,192.0,CHEMBL900500,6.71669877129645
CCCN1CCC[C@@H](c2cccc(C#N)c2)C1,CHEMBL92183,192.0,CHEMBL678343,6.71669877129645
CCCN1CCC[C@@H](c2cccc(OS(C)(=O)=O)c2)C1,CHEMBL93594,192.0,CHEMBL679938,6.71669877129645
