canonical_smiles,molecule_chembl_id,IC50_nM,assay_chembl_id,pIC50
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)C2(CCCC2)C(N)=N1,CHEMBL3949213,0.001,CHEMBL3888079,12.0
CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CS1(=O)=O,CHEMBL3955051,0.0018,CHEMBL3888079,11.744727494896694
C[C@@]1(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CS(=O)(=O)CC(N)=N1,CHEMBL3936264,0.0057,CHEMBL3888079,11.244125144327509
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)CC(N)=N1,CHEMBL3930841,0.0082,CHEMBL3888079,11.086186147616283
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CSCC(N)=N1,CHEMBL3982593,0.011,CHEMBL3888079,10.958607314841775
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C(C)(C)[S@@]3(=O)=NCC[C@@H]23)c1,CHEMBL4561849,0.09,CHEMBL4342620,10.045757490560675
CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OC[C@]3(C)F)c2)cn1,CHEMBL3680900,0.1,CHEMBL3705196,10.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]34CN(c5ncc(F)cn5)C[C@@H]3CSC(N)=N4)c2)cn1,CHEMBL5863499,0.149,CHEMBL5738941,9.826813731587727
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncccn5)C[C@H]3CSC(N)=N4)c2)cn1,CHEMBL6009196,0.186,CHEMBL5738941,9.730487055782083
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS3(=O)=NCCCCC3(C)C(N)=N2)c1,CHEMBL4588608,0.2,CHEMBL4342620,9.698970004336019
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1,CHEMBL6043173,0.2,CHEMBL5733314,9.698970004336019
CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[S@@]4(=O)=NCCCCN4C(N)=N3)c2)cn1,CHEMBL3741617,0.2,CHEMBL3744130,9.698970004336019
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,CHEMBL3695737,0.2,CHEMBL3705857,9.698970004336019
CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,CHEMBL3260839,0.2,CHEMBL3267714,9.698970004336019
N#Cc1ccc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL6020648,0.241,CHEMBL5738941,9.61798295742513
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(NC(=O)c3ccccc3)=N4)c2)cn1,CHEMBL5857457,0.287,CHEMBL5738941,9.542118103266008
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,CHEMBL6023127,0.3,CHEMBL5730852,9.522878745280337
CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1Oc1ccc(-c3cccnc3)cc12,CHEMBL3260838,0.3,CHEMBL3267713,9.522878745280337
NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(-c4ccnc(F)c4)cc32)c2nccn21,CHEMBL3677271,0.3,CHEMBL3705922,9.522878745280337
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,CHEMBL4472708,0.3,CHEMBL4343402,9.522878745280337
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(Cl)c3)ccc1Oc1c(F)cc(C3=CCOCC3)cc12,CHEMBL3695734,0.3,CHEMBL3705857,9.522878745280337
CO[C@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,CHEMBL573106,0.32,CHEMBL1041518,9.494850021680094
N#Cc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,CHEMBL5972460,0.32,CHEMBL5738941,9.494850021680094
C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL6045555,0.33,CHEMBL5730852,9.481486060122112
CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4ccc(C#N)cn4)ccc3F)N=C(N)SC[C@H]12,CHEMBL4564324,0.333,CHEMBL4342603,9.47755576649368
[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL3667414,0.358,CHEMBL3705814,9.446116973356126
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL5875963,0.358,CHEMBL5734067,9.446116973356126
C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL5772436,0.38,CHEMBL5730852,9.42021640338319
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1,CHEMBL3349234,0.385,CHEMBL3267721,9.414539270491499
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6009172,0.4,CHEMBL5733314,9.397940008672037
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,CHEMBL5894449,0.4,CHEMBL5733314,9.397940008672037
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,CHEMBL3680889,0.4,CHEMBL3705196,9.397940008672037
Cc1ccc(-c2cc(F)c3c(c2)[C@@]2(N=C(N)n4ccnc42)c2cc(-c4cccnc4F)ccc2O3)cc1,CHEMBL3677275,0.4,CHEMBL3705922,9.397940008672037
CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)nc1,CHEMBL5847284,0.4,CHEMBL5730852,9.397940008672037
COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,CHEMBL3970753,0.4,CHEMBL3888269,9.397940008672037
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1,CHEMBL5974574,0.4,CHEMBL5733314,9.397940008672037
CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,CHEMBL3968517,0.4,CHEMBL3888269,9.397940008672037
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)CC43)c2)cn1,CHEMBL5093088,0.4,CHEMBL5029740,9.397940008672037
NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(C4=CCCOC4)cc32)c2nccn21,CHEMBL3677273,0.4,CHEMBL3705922,9.397940008672037
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,CHEMBL4577527,0.4,CHEMBL4343402,9.397940008672037
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,CHEMBL4437161,0.4,CHEMBL4343402,9.397940008672037
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,CHEMBL6056871,0.4,CHEMBL5733314,9.397940008672037
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OC[C@@H]1F,CHEMBL3680854,0.4,CHEMBL3705196,9.397940008672037
COc1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3cc(/C=C(\F)c4ccc(C#N)cn4)ccc3F)C2)nc(C)c1F,CHEMBL5817550,0.405,CHEMBL5738941,9.39254497678533
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@H]2F)c1,CHEMBL6007390,0.44,CHEMBL5730852,9.356547323513812
N#Cc1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL5999560,0.45,CHEMBL5734067,9.346787486224656
[C-]#[N+]c1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL3667412,0.45,CHEMBL3705814,9.346787486224656
COc1cc(/C=C/c2nnc(-c3ccc(F)cc3)o2)ccc1O,CHEMBL5269238,0.479,CHEMBL5241710,9.319664486585436
Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@H]2F)c1,CHEMBL5973772,0.48,CHEMBL5730852,9.318758762624412
NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667409,0.482,CHEMBL3705814,9.316952961761151
COc1cnc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,CHEMBL4446406,0.482,CHEMBL4342606,9.316952961761151
NC1=N[C@@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,CHEMBL2152910,0.5,CHEMBL2154186,9.301029995663981
CC1(C)C(N)=N[C@](CF)(c2cc(NC(=O)c3cnc(OCC4CC4)cn3)ccc2F)CS1(=O)=O,CHEMBL5837889,0.5,CHEMBL5730852,9.301029995663981
CC(C)(C)COc1cc(F)c2c(c1)[C@]1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,CHEMBL2152911,0.5,CHEMBL2154186,9.301029995663981
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](F)C3)C[C@H]21,CHEMBL5940054,0.509,CHEMBL5733314,9.293282217663242
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](F)C3)C[C@H]21,CHEMBL6005956,0.518,CHEMBL5733314,9.285670240254767
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H]4CCCC[C@H]4C3)C[C@H]21,CHEMBL5915228,0.527,CHEMBL5733314,9.278189384787453
CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(C#N)cnc34)ccc2F)CS1(=O)=O,CHEMBL5746081,0.54,CHEMBL5730852,9.267606240177031
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)CS(=O)(=O)C3(CC3)C(N)=N2)c1,CHEMBL5875827,0.54,CHEMBL5730852,9.267606240177031
CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,CHEMBL4473740,0.55,CHEMBL4343402,9.259637310505756
COc1cnc2c(Nc3ccc(F)c([C@]4(CF)CS(=O)(=O)C(C)(C)C(N)=N4)c3)ncc(F)c2c1,CHEMBL6050614,0.55,CHEMBL5730852,9.259637310505756
CC1(C)C(N)=N[C@](C)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL5974242,0.56,CHEMBL5730852,9.2518119729938
[C-]#[N+]c1cnc2c(Nc3ccc(F)c([C@]4(CF)CS(=O)(=O)C(C)(C)C(N)=N4)c3)ncc(F)c2c1,CHEMBL5877502,0.56,CHEMBL5730852,9.2518119729938
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(CO)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667411,0.569,CHEMBL3705814,9.244887733604928
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,CHEMBL5813046,0.57,CHEMBL5733452,9.244125144327509
CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL5938817,0.59,CHEMBL5730852,9.229147988357855
C=Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,CHEMBL5862340,0.59,CHEMBL5730852,9.229147988357855
CN=[S@@]1(=O)C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)N1CC(F)(F)F,CHEMBL4740873,0.59,CHEMBL4709774,9.229147988357855
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](O)C3)C[C@H]21,CHEMBL5906022,0.592,CHEMBL5733314,9.22767829327708
Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cs1,CHEMBL3945386,0.6,CHEMBL3888269,9.221848749616356
NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,CHEMBL3949245,0.6,CHEMBL3888269,9.221848749616356
N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,CHEMBL3959106,0.6,CHEMBL3888269,9.221848749616356
N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,CHEMBL3955960,0.6,CHEMBL3888269,9.221848749616356
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1,CHEMBL5973253,0.6,CHEMBL5733314,9.221848749616356
NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCOCC4)cc32)c2nccn21,CHEMBL4109073,0.6,CHEMBL3705922,9.221848749616356
CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CC(C)(C)OCC2)nc1F,CHEMBL3695751,0.6,CHEMBL3705857,9.221848749616356
COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(Cl)c3)cc1C21N=C(N)N(C)C1=O,CHEMBL3968202,0.6,CHEMBL3887678,9.221848749616356
Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,CHEMBL5751398,0.6,CHEMBL5730852,9.221848749616356
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,CHEMBL4217620,0.6,CHEMBL4183171,9.221848749616356
CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)CS1(=O)=O,CHEMBL5829050,0.6,CHEMBL5730852,9.221848749616356
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C(C)(C)[S@@]3(=O)=NCC[C@@H]23)n1,CHEMBL4578357,0.6,CHEMBL4342620,9.221848749616356
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOC[C@H]5C)C[C@H]43)c2)cn1,CHEMBL5747192,0.6,CHEMBL5733314,9.221848749616356
C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,CHEMBL3680855,0.6,CHEMBL3705196,9.221848749616356
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667410,0.603,CHEMBL3705814,9.219682687859848
NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667408,0.61,CHEMBL3705814,9.214670164989233
COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,CHEMBL4452566,0.615,CHEMBL4342606,9.211124884224583
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@H]4C[C@H]43)c2)cn1,CHEMBL4454250,0.62,CHEMBL4342609,9.207608310501746
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C2(CC2)S(=O)(=O)[C@H]1F,CHEMBL5977725,0.62,CHEMBL5730852,9.207608310501746
COc1cc(/C=C/c2nnc(-c3ccc(F)cc3F)o2)ccc1O,CHEMBL5286535,0.624,CHEMBL5241710,9.204815410317575
COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3)o2)ccc1O,CHEMBL5266033,0.628,CHEMBL5241710,9.202040356262804
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL2152921,0.655,CHEMBL2154188,9.183758700008218
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(CF)n3)cs2)CO1,CHEMBL5898718,0.7,CHEMBL5731944,9.154901959985743
CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,CHEMBL2031143,0.7,CHEMBL2033076,9.154901959985743
NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(N4CCOCC4)cc32)c2nccn21,CHEMBL3677276,0.7,CHEMBL3705922,9.154901959985743
CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,CHEMBL2031142,0.7,CHEMBL2033076,9.154901959985743
CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCOC(C)(C)C2)nc1F,CHEMBL3695752,0.7,CHEMBL3705857,9.154901959985743
CC#Cc1cncc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)c2cc(C4=CCOCC4)cc(F)c2O3)c1,CHEMBL3695730,0.7,CHEMBL3705857,9.154901959985743
Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S1,CHEMBL3806322,0.7,CHEMBL3806438,9.154901959985743
NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCC(F)(F)CC4)cc32)c2nccn21,CHEMBL4109723,0.7,CHEMBL3705922,9.154901959985743
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,CHEMBL3805852,0.7,CHEMBL3806438,9.154901959985743
CC1(C)C(N)=N[C@](C)(c2cc(Nc3ncc(Cl)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL5809643,0.7,CHEMBL5730852,9.154901959985743
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3974225,0.72,CHEMBL3706280,9.142667503568731
NC1=N[C@@]2(c3cccc(NC(=O)c4ncc(F)cc4F)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667413,0.739,CHEMBL3705814,9.131355561605174
N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)nc1,CHEMBL3980947,0.74,CHEMBL3888269,9.130768280269024
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(C(F)(F)F)CC3)C[C@H]21,CHEMBL6058291,0.744,CHEMBL5733314,9.12842706445412
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21,CHEMBL4468455,0.75,CHEMBL4343402,9.1249387366083
C[C@]1(O)CCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,CHEMBL5913417,0.75,CHEMBL5733314,9.1249387366083
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)c1,CHEMBL4284110,0.755,CHEMBL4262563,9.122053048370812
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C3(CCC3)C(N)=N2)c1,CHEMBL5761187,0.76,CHEMBL5730852,9.119186407719209
CC1(C)C(N)=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,CHEMBL5960571,0.76,CHEMBL5730852,9.119186407719209
NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,CHEMBL3667415,0.78,CHEMBL3705814,9.10790539730952
CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)N=C(N)SC[C@H]12,CHEMBL4473955,0.7875,CHEMBL4342603,9.103749437538362
CC1CCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CC1,CHEMBL5796158,0.793,CHEMBL5733314,9.100726812682396
C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3ncc(F)c4cc(C#N)cnc34)ccc2F)CS1(=O)=O,CHEMBL5746511,0.8,CHEMBL5730852,9.096910013008056
Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cs1,CHEMBL3948791,0.8,CHEMBL3888269,9.096910013008056
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](O)C3)C[C@H]21,CHEMBL5885986,0.8,CHEMBL5733314,9.096910013008056
NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCCOC2)nc1F,CHEMBL3914230,0.8,CHEMBL3888269,9.096910013008056
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC4(CCO4)C3)C[C@H]21,CHEMBL5803071,0.8,CHEMBL5733314,9.096910013008056
COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(N)N(C)C1=O,CHEMBL3901821,0.8,CHEMBL3887678,9.096910013008056
CC#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,CHEMBL6000080,0.8,CHEMBL5733314,9.096910013008056
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6029934,0.8,CHEMBL5733314,9.096910013008056
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,CHEMBL4560579,0.8,CHEMBL4343402,9.096910013008056
CC1(C)C(N)=N[C@](C)(c2cc(Nc3ncc(Br)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,CHEMBL5762300,0.83,CHEMBL5730852,9.080921907623926
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,CHEMBL4475533,0.8500000000000001,CHEMBL4343402,9.070581074285707
CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,CHEMBL3261078,0.85,CHEMBL3269334,9.070581074285707
CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#CC4CC4)cn3)ccc1F)N=C(N)S2,CHEMBL5851380,0.856,CHEMBL5733314,9.067526235322847
COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3Cl)o2)ccc1O,CHEMBL5272625,0.864,CHEMBL5241710,9.063486257521106
CC1CCCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,CHEMBL5934494,0.867,CHEMBL5733314,9.06198090252379
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@@H]2F)c1,CHEMBL5909937,0.87,CHEMBL5730852,9.060480747381382
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCCC3)C[C@H]21,CHEMBL4746645,0.9,CHEMBL4726144,9.045757490560675
COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)nc1,CHEMBL3973477,0.9,CHEMBL3888269,9.045757490560675
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,CHEMBL4215837,0.9,CHEMBL4183116,9.045757490560675
CN1C(=O)[C@]2(N=C1N)c1cc(C3=CCOCC3)ccc1Oc1ccc(-c3cccnc3F)cc12,CHEMBL3695728,0.9,CHEMBL3705857,9.045757490560675
COc1cnc(C(=O)Nc2ccnc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,CHEMBL4526395,0.9,CHEMBL4342606,9.045757490560675
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3)C[C@H]21,CHEMBL4740498,0.9,CHEMBL4726144,9.045757490560675
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6054668,0.9,CHEMBL5733314,9.045757490560675
Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)cs1,CHEMBL3963996,0.9,CHEMBL3888269,9.045757490560675
